Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/episode/imageList/download,48225,121,107,194,241,298,21,3161,0.000%,767.49849,3686.48,800.78
/v1/title/$titleno/episode/likeAndCount,47387,123,105,221,292,380,13,663,0.000%,786.23218,573.89,782.31
/app/episode/list/hide,47902,121,104,214,260,392,14,3125,0.000%,797.58238,394.67,800.23
/app/system/setting,46458,125,107,218,271,384,11,1170,0.000%,773.35908,319.90,776.67
/app/eventReadLog,47740,121,105,201,285,390,14,3311,0.000%,794.85856,315.71,839.34
/app/client/version/latest,47349,122,105,220,277,388,13,1207,0.000%,788.00739,584.21,784.46
/currentSystemTime,45624,127,109,235,298,393,10,1134,0.000%,756.56673,324.90,744.28
/app/splashinfo,49297,118,101,178,235,371,18,3235,0.000%,820.03127,567.79,826.75
/app/genreList2,47213,122,108,213,259,370,11,428,0.000%,786.09724,931.74,771.04
/app/countryInfo,45993,126,106,212,280,386,11,3216,0.000%,765.50381,337.63,751.57
/v1/comment/ownall,116,56980,60359,60375,60379,60390,27101,60391,73.276%,1.09420,5.80,0.27
TOTAL,2555644,145,107,231,305,612,8,60391,0.003%,335.06817,1136.84,339.61
