Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/userPreference/newAdd,177944,160,139,258,342,481,32,2219,0.000%,592.89963,1194.72,356.24
TOTAL,177944,160,139,258,342,481,32,2219,0.000%,592.89963,1194.72,356.24
