Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/home4,5388,5592,5580,5956,6126,7444,2499,8085,0.000%,17.81298,166.95,7.74
TOTAL,5388,5592,5580,5956,6126,7444,2499,8085,0.000%,17.81298,166.95,7.74
