Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/rsakey/get,1,37,37,37,37,37,37,37,0.000%,27.02703,19.50,8.53
获取加密encpw,1,6,6,6,6,6,6,6,0.000%,166.66667,0.00,0.00
/app/member/id/login,1,66,66,66,66,66,66,66,0.000%,15.15152,16.96,10.30
/app/favorite/addAll,69331,430,378,699,838,1147,98,2328,0.000%,230.86400,92.10,232.88
TOTAL,69334,430,378,699,838,1147,6,2328,0.000%,191.78097,76.51,193.45
