Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/activate,213906,128,109,238,314,417,13,1265,0.00%,712.49038,292.4,730.02
/app/home4,36537,817,824,970,1027,1149,87,1871,0.00%,121.58533,3477.86,127.45
TOTAL,250446,229,115,774,866,1001,6,1871,0.00%,346.65725,1568.12,356.38
