Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/userPreference/newAdd,178817,159,139,258,345,467,31,1181,0.000%,595.61194,1200.21,370.09
TOTAL,178817,159,139,258,345,467,31,1181,0.000%,595.61194,1200.21,370.09
