Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/title/list2,15248,1958,1906,2948,3283,3942,117,5480,0.000%,50.65175,35112.05,49.25
TOTAL,15248,1958,1906,2948,3283,3942,117,5480,0.000%,50.65175,35112.05,49.25
