Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/author/info2,225360,124,105,213,265,394,24,3221,0.000%,751.03978,935.90,747.80
/app/title/list2,18700,1593,1540,2389,2675,3302,154,5910,0.000%,62.18120,42592.11,60.47
TOTAL,244060,237,108,332,1319,2270,24,5910,0.000%,369.34243,19809.03,367.09
