Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/home4,35771,836,709,1242,1484,2481,275,13733,0.000%,119.07314,3541.40,119.82
TOTAL,35771,836,709,1242,1484,2481,275,13733,0.000%,119.07314,3541.40,119.82
