Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/testing/configInfo,67311,444,440,510,536,599,31,1691,0.000%,224.13764,95.87,244.71
TOTAL,67311,444,440,510,536,599,31,1691,0.000%,224.13764,95.87,244.71
