Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/home4,49013,610,529,1108,1316,1791,11,3288,0.000%,163.13794,3264.21,165.46
TOTAL,49013,610,529,1108,1316,1791,11,3288,0.000%,163.13794,3264.21,165.46
