Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/app/favorite/addAll,127515,231,185,454,565,805,27,2615,0.000%,424.30746,169.26,427.52
TOTAL,127515,231,185,454,565,805,27,2615,0.000%,424.30746,169.26,427.52
